,img_name,top10sum,top10item,top50sum,top50item,top100sum,top100item,more103binsum,more104binsum,more105binsum,more106binsum,more107binsum,more108binsum,more109binsum,more110binsum,more111binsum,more112binsum,more113binsum,more114binsum,more115binsum,more116binsum,more117binsum,more118binsum,more119binsum,more120binsum,more121binsum,more122binsum,more123binsum,more124binsum,more125binsum,more126binsum,more127binsum,more128binsum,more129binsum,more130binsum,more131binsum,more132binsum,more133binsum,more134binsum,more135binsum,more136binsum,more137binsum,more138binsum,more139binsum,more140binsum,more141binsum,more142binsum,more143binsum,more144binsum,more145binsum,more146binsum,more147binsum,more148binsum,more149binsum,more150binsum,more151binsum,more152binsum,more153binsum,more154binsum,max-40sum,max-40binsum,max-30sum,max-30binsum,max-20sum,max-20binsum,max-10sum,max-10binsum,max-5sum,max-5binsum,max-3sum,max-3binsum,cnt_yellow_thr_105,variance_105,cnt_yellow_thr_120,variance_120
10,01422922839397a697d74966770f74375cd53ad2.png,1270,127,6307,125,12492,122,7990.0,5264.0,3575.0,2492.0,1842.0,1400.0,1110.0,863.0,695.0,574.0,468.0,393.0,330.0,282.0,245.0,210.0,179.0,156.0,125.0,97.0,74.0,64.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,206258,1842.0,29872,245.0,12126,97.0,8057,64.0,474,214,23,12
11,014cd6dae8af47557ca224fe0ba1cbd3de574b5c.png,1254,124,6070,119,11945,117,7187.0,4634.0,2972.0,2009.0,1362.0,984.0,733.0,551.0,420.0,322.0,234.0,179.0,130.0,100.0,73.0,52.0,40.0,23.0,18.0,13.0,12.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,496811,4634.0,21060,179.0,4880,40.0,2235,18.0,0,0,0,0
12,0157998abecf93326c60928f0f899afebf0baf73.png,1270,127,6321,125,12519,123,7742.0,5083.0,3485.0,2514.0,1859.0,1422.0,1112.0,892.0,725.0,602.0,515.0,425.0,348.0,288.0,238.0,200.0,177.0,153.0,128.0,104.0,84.0,64.0,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,208320,1859.0,29065,238.0,13011,104.0,8071,64.0,477,207,0,0
13,01669a0cf123d9efdc66260f88d480fba3f0ef57.png,1260,125,6084,118,11950,116,7762.0,4925.0,3217.0,2214.0,1567.0,1114.0,821.0,601.0,424.0,320.0,241.0,186.0,134.0,99.0,67.0,47.0,37.0,27.0,22.0,17.0,13.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,348974,3217.0,15894,134.0,3340,27.0,2125,17.0,0,0,0,0
14,018b9fe77ac82f6716b41b946b2280357f69949f.png,1270,127,6272,124,12387,121,7310.0,4832.0,3274.0,2331.0,1705.0,1309.0,1010.0,789.0,607.0,500.0,417.0,341.0,290.0,239.0,193.0,157.0,133.0,106.0,95.0,69.0,51.0,36.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,190518,1705.0,23457,193.0,8610,69.0,4536,36.0,326,156,6,1
15,019e5e5302c91036c734501ff83531d74df23095.png,1270,127,6304,125,12451,121,7574.0,4926.0,3306.0,2366.0,1709.0,1302.0,1011.0,800.0,644.0,532.0,436.0,358.0,300.0,252.0,201.0,162.0,138.0,125.0,99.0,81.0,67.0,50.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191184,1709.0,24494,201.0,10134,81.0,6304,50.0,324,136,1,0
16,02084dd15280568e2942bce0e3aad9b7fb65e57f.png,1260,125,6143,120,12092,118,7394.0,4750.0,3118.0,2199.0,1563.0,1151.0,850.0,626.0,492.0,373.0,282.0,213.0,177.0,136.0,107.0,84.0,65.0,44.0,35.0,25.0,18.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,338969,3118.0,21067,177.0,5423,44.0,3114,25.0,160,55,0,0
17,0278482fdadbefc0a959eda682c645a8e74214cc.png,1259,125,6093,119,11996,117,7346.0,4802.0,3161.0,2132.0,1521.0,1083.0,801.0,605.0,458.0,353.0,267.0,200.0,153.0,115.0,89.0,64.0,46.0,29.0,21.0,16.0,12.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,343050,3161.0,18159,153.0,3577,29.0,1999,16.0,150,54,0,0
18,02b855e6e1dfed8845b80885a898a27efe562b9c.png,1257,124,6085,119,11952,116,7303.0,4658.0,2999.0,1998.0,1393.0,1026.0,751.0,573.0,436.0,326.0,247.0,185.0,141.0,92.0,70.0,55.0,37.0,30.0,24.0,17.0,10.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,499517,4658.0,21768,185.0,4538,37.0,2972,24.0,0,0,0,0
19,02d128b9a39ac2e3768ac07c4226670eccabf82b.png,1270,127,6273,123,12381,121,7655.0,5016.0,3388.0,2374.0,1665.0,1256.0,939.0,721.0,591.0,481.0,401.0,323.0,269.0,224.0,195.0,169.0,137.0,118.0,89.0,69.0,47.0,35.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,185925,1665.0,23715,195.0,8610,69.0,4416,35.0,316,130,26,4
20,02deb5657eed40b36758fb2cd0acf2f826f0cf56.png,1256,124,6100,119,11981,116,7248.0,4732.0,3106.0,2113.0,1544.0,1127.0,835.0,632.0,477.0,364.0,267.0,194.0,144.0,96.0,77.0,58.0,44.0,34.0,27.0,17.0,12.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,508044,4732.0,22835,194.0,5386,44.0,3339,27.0,157,68,0,0
21,03127018365fe7c2fa63c69f7d12bf12c7eae156.png,1270,127,6321,125,12529,123,7559.0,4986.0,3388.0,2426.0,1786.0,1361.0,1079.0,883.0,732.0,604.0,504.0,414.0,355.0,295.0,251.0,215.0,183.0,160.0,135.0,109.0,92.0,66.0,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200397,1786.0,30649,251.0,13636,109.0,8321,66.0,432,185,12,22
22,03168f1b386cf6b93e39960c0ae79bd872da8cdd.png,1236,122,6036,118,11897,116,6987.0,4442.0,2928.0,1954.0,1342.0,975.0,702.0,539.0,418.0,325.0,229.0,164.0,122.0,93.0,68.0,48.0,35.0,22.0,15.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,37537,325.0,8160,68.0,4253,35.0,0,0,0,0
23,03e164b6d5dd5c7aeb0549227fbd4d23fd94e455.png,1254,124,6108,119,12000,117,7419.0,4866.0,3130.0,2158.0,1521.0,1067.0,773.0,592.0,458.0,347.0,256.0,192.0,145.0,101.0,80.0,62.0,46.0,34.0,27.0,22.0,15.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,521970,4866.0,22626,192.0,5632,46.0,3345,27.0,153,60,0,0
24,03f957407089261e5ecd4c7e9f961f5f91647fc3.png,1270,127,6254,123,12327,120,7158.0,4780.0,3203.0,2235.0,1627.0,1228.0,950.0,769.0,599.0,487.0,375.0,302.0,248.0,209.0,181.0,152.0,118.0,91.0,73.0,59.0,43.0,32.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,181661,1627.0,21955,181.0,7361,59.0,4029,32.0,306,110,0,0
25,04264dede5458827f043cef7dbab1d617736564f.png,1265,125,6154,120,12090,117,7223.0,4711.0,3084.0,2062.0,1446.0,1043.0,785.0,604.0,460.0,345.0,264.0,212.0,162.0,123.0,98.0,78.0,60.0,46.0,35.0,25.0,19.0,14.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,334800,3084.0,19305,162.0,5674,46.0,3123,25.0,138,40,0,0
26,0434b00cfa6e902867cc467460a32ab071e99064.png,1270,127,6337,126,12615,125,8283.0,5765.0,4161.0,3086.0,2385.0,1918.0,1557.0,1302.0,1068.0,900.0,761.0,638.0,552.0,472.0,396.0,343.0,295.0,250.0,217.0,185.0,152.0,111.0,78.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,268812,2385.0,48396,396.0,23133,185.0,13990,111.0,1133,7664,86,93
27,04656670c99f3df4e5d322f79a5db90f059d4488.png,1270,127,6308,125,12533,123,8108.0,5509.0,3833.0,2815.0,2136.0,1689.0,1340.0,1108.0,921.0,777.0,664.0,571.0,490.0,413.0,358.0,295.0,251.0,213.0,169.0,130.0,96.0,79.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240310,2136.0,43535,358.0,16223,130.0,9933,79.0,824,2187,40,59
28,048f71bb4d3ca31e6bcdd8f199e16f26a7ccea48.png,1250,124,6108,119,12001,117,7514.0,4841.0,3151.0,2165.0,1531.0,1100.0,787.0,602.0,469.0,355.0,275.0,204.0,150.0,112.0,79.0,64.0,47.0,35.0,30.0,23.0,13.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,519507,4841.0,24023,204.0,5751,47.0,3706,30.0,110,44,0,0
29,04d8aa9f2933d78be43759a2b033e30a3410b46e.png,1270,127,6273,124,12389,121,7534.0,4937.0,3319.0,2333.0,1718.0,1321.0,1006.0,805.0,622.0,503.0,422.0,343.0,291.0,236.0,202.0,173.0,143.0,117.0,95.0,69.0,52.0,38.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,192017,1718.0,24558,202.0,8612,69.0,4785,38.0,318,129,2,0
30,04e059f7ec5e3f3882044a7c6d68e4e8a4be5b1c.png,1263,125,6120,119,12010,117,7590.0,4898.0,3214.0,2219.0,1572.0,1139.0,810.0,602.0,440.0,323.0,236.0,175.0,134.0,102.0,80.0,60.0,47.0,37.0,27.0,20.0,16.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,348746,3214.0,15956,134.0,4563,37.0,2499,20.0,148,65,0,0
31,051e474a23a47faa7de98b54b86e684949bb0b99.png,1270,127,6309,125,12480,122,7549.0,4994.0,3421.0,2461.0,1801.0,1408.0,1106.0,891.0,734.0,619.0,518.0,421.0,349.0,297.0,243.0,207.0,172.0,139.0,114.0,91.0,75.0,55.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,202006,1801.0,29586,243.0,11382,91.0,6934,55.0,490,216,7,0
32,05675db4b4dc74a09836eecb03246220166f7295.png,1257,124,6087,118,11954,116,6849.0,4384.0,2843.0,1921.0,1347.0,976.0,722.0,540.0,428.0,318.0,235.0,180.0,140.0,95.0,72.0,47.0,40.0,29.0,23.0,16.0,15.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,470324,4384.0,21194,180.0,4900,40.0,2854,23.0,0,0,0,0
33,0571a7247e7c237a5b89c784db63e60f49876fd7.png,1260,125,6104,119,11982,117,7609.0,4925.0,3256.0,2273.0,1585.0,1147.0,839.0,642.0,459.0,346.0,258.0,204.0,146.0,107.0,73.0,55.0,41.0,36.0,27.0,17.0,12.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,353424,3256.0,17325,146.0,4433,36.0,2124,17.0,222,90,0,0
34,05767efb993baed78bfe8c87d78a502280635def.png,1255,124,6069,118,11934,116,7352.0,4718.0,3135.0,2099.0,1468.0,1077.0,796.0,571.0,430.0,328.0,240.0,186.0,129.0,95.0,70.0,46.0,35.0,26.0,20.0,17.0,10.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,506183,4718.0,21853,186.0,4288,35.0,2482,20.0,115,43,0,0
35,0578240c7f7b40a0e3e4474cbd36ee9f75e37e45.png,1270,127,6313,125,12499,123,7588.0,5022.0,3421.0,2445.0,1799.0,1359.0,1043.0,837.0,674.0,564.0,465.0,400.0,334.0,285.0,243.0,204.0,178.0,148.0,130.0,100.0,77.0,59.0,41.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,201455,1799.0,29633,243.0,12499,100.0,7438,59.0,440,200,52,12
36,058ffa3ac28a0cd30905a946ca81ccdaf8df88dc.png,1270,127,6302,125,12470,122,8052.0,5289.0,3604.0,2518.0,1853.0,1432.0,1109.0,888.0,728.0,575.0,472.0,393.0,319.0,278.0,225.0,189.0,156.0,128.0,110.0,89.0,71.0,58.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,207396,1853.0,27403,225.0,11128,89.0,7302,58.0,440,200,29,12
37,05b4d3ecae91e975e37ad306ddc60c11a1b16d1f.png,1250,124,6093,119,11982,117,7301.0,4760.0,3128.0,2082.0,1459.0,1035.0,796.0,616.0,447.0,335.0,256.0,194.0,140.0,106.0,81.0,58.0,41.0,34.0,26.0,18.0,14.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,510676,4760.0,22838,194.0,5022,41.0,3214,26.0,0,0,0,0
38,05b6f0db8424adff2504fcc99f92088365a11ee2.png,1270,127,6336,126,12610,125,8093.0,5584.0,4003.0,2990.0,2304.0,1833.0,1491.0,1221.0,1011.0,842.0,712.0,608.0,519.0,467.0,408.0,360.0,317.0,270.0,224.0,185.0,152.0,111.0,74.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,259673,2304.0,49873,408.0,23128,185.0,13985,111.0,1001,7594,104,533
39,05c8e07a0b3c4abc66bd3d1bbe2e6a1eb10922f9.png,1270,127,6291,124,12435,122,8174.0,5606.0,3957.0,2900.0,2210.0,1735.0,1356.0,1089.0,875.0,707.0,570.0,472.0,376.0,300.0,239.0,194.0,164.0,132.0,108.0,81.0,63.0,44.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,247232,2210.0,29035,239.0,10117,81.0,5547,44.0,1063,11220,0,0
40,06300c0fb2097fe4533935f98070ba151f749870.png,1247,123,6074,119,11977,117,7096.0,4546.0,3008.0,2077.0,1464.0,1076.0,806.0,624.0,485.0,369.0,276.0,202.0,151.0,107.0,84.0,69.0,46.0,28.0,22.0,11.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,753452,7096.0,32201,276.0,8335,69.0,3438,28.0,132,41,0,0
41,0645a92da4ffb6a99968f1033da4274387de1786.png,1270,127,6277,123,12367,121,7762.0,5071.0,3433.0,2411.0,1766.0,1318.0,991.0,779.0,627.0,507.0,412.0,343.0,276.0,232.0,195.0,159.0,129.0,101.0,79.0,61.0,48.0,40.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,197064,1766.0,23666,195.0,7630,61.0,5039,40.0,301,109,4,0
